"Nasdaq Traded","Security Name","Listing Exchange","Market Category","ETF","Round Lot Size","Test Issue","Financial Status","CQS Symbol","NASDAQ Symbol","NextShares"
"True","Vanguard Mid-Cap ETF","P"," ","True","100.0","False","","VO","VO","False"
"True","VOC Energy Trust Units of Beneficial Interest","N"," ","False","100.0","False","","VOC","VOC","False"
"True","Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares","Q","Q","False","100.0","False","N","","VOD","False"
"True","Vanguard Mid-Cap Value ETF","P"," ","True","100.0","False","","VOE","VOE","False"
"True","Volt Information Sciences, Inc. Common Stock","A"," ","False","100.0","False","","VOLT","VOLT","False"
"True","Vanguard Russell 1000 ETF","Q","G","True","100.0","False","N","","VONE","False"
"True","Vanguard Russell 1000 Growth ETF","Q","G","True","100.0","False","N","","VONG","False"
"True","Vanguard Russell 1000 Value ETF","Q","G","True","100.0","False","N","","VONV","False"
"True","Vanguard S&P 500 ETF","P"," ","True","100.0","False","","VOO","VOO","False"
"True","Vanguard S&P 500 Growth ETF","P"," ","True","100.0","False","","VOOG","VOOG","False"
"True","Vanguard S&P 500 Value ETF","P"," ","True","100.0","False","","VOOV","VOOV","False"
"True","Vanguard Mid-Cap Growth ETF","P"," ","True","100.0","False","","VOT","VOT","False"
"True","Vanguard Communication Services  ETF","P"," ","True","100.0","False","","VOX","VOX","False"
"True","VOXX International Corporation - Class A Common Stock","Q","Q","False","100.0","False","N","","VOXX","False"
"True","Voya Financial, Inc. Common Stock","N"," ","False","100.0","False","","VOYA","VOYA","False"
"True","Voya Financial, Inc. Depositary Shares, each representing a 1/40th interest in a share of 5.35% Fixed-Rate Reset Non-Cumulative Preferred Stock, Series B","N"," ","False","100.0","False","","VOYApB","VOYA-B","False"
"True","Virtus Private Credit Strategy ETF","P"," ","True","100.0","False","","VPC","VPC","False"
"True","Vishay Precision Group, Inc. Common Stock","N"," ","False","100.0","False","","VPG","VPG","False"
"True","Vanguard FTSE Pacific ETF","P"," ","True","100.0","False","","VPL","VPL","False"
"True","Global X Data Center REITs & Digital Infrastructure ETF","Q","G","True","100.0","False","N","","VPN","False"
"True","Vanguard Utilities ETF","P"," ","True","100.0","False","","VPU","VPU","False"
"True","Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE)","N"," ","False","100.0","False","","VPV","VPV","False"
"True","Vera Bradley, Inc. - Common Stock","Q","Q","False","100.0","False","N","","VRA","False"
"True","Virtus Real Asset Income ETF","P"," ","True","100.0","False","","VRAI","VRAI","False"
"True","ViewRay, Inc. - Common Stock","Q","G","False","100.0","False","N","","VRAY","False"
"True","Verrica Pharmaceuticals Inc. - Common Stock","Q","G","False","100.0","False","N","","VRCA","False"
"True","Varex Imaging Corporation - Common Stock","Q","Q","False","100.0","False","N","","VREX","False"
"True","Invesco Variable Rate Investment Grade ETF","Q","G","True","100.0","False","N","","VRIG","False"
"True","Vroom, Inc. - Common Stock","Q","Q","False","100.0","False","N","","VRM","False"
"True","VerifyMe, Inc. - Common Stock","Q","S","False","100.0","False","N","","VRME","False"
"True","VerifyMe, Inc. - Warrant","Q","S","False","100.0","False","N","","VRMEW","False"
"True","Verona Pharma plc - American Depositary Shares","Q","G","False","100.0","False","N","","VRNA","False"
"True","Varonis Systems, Inc. - Common Stock","Q","Q","False","100.0","False","N","","VRNS","False"
"True","Verint Systems Inc. - Common Stock","Q","Q","False","100.0","False","N","","VRNT","False"
"True","Invesco Variable Rate Preferred ETF","P"," ","True","100.0","False","","VRP","VRP","False"
"True","Verra Mobility Corporation - Class A Common Stock","Q","S","False","100.0","False","N","","VRRM","False"
"True","Verso Corporation Common Stock","N"," ","False","100.0","False","","VRS","VRS","False"
"True","Verisk Analytics, Inc. - Common Stock","Q","Q","False","100.0","False","N","","VRSK","False"
"True","VeriSign, Inc. - Common Stock","Q","Q","False","100.0","False","N","","VRSN","False"
"True","Vertiv Holdings, LLC Class A Common Stock","N"," ","False","100.0","False","","VRT","VRT","False"
"True","Vertiv Holdings, LLC Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50","N"," ","False","100.0","False","","VRT.WS","VRT+","False"
"True","Virtus Investment Partners, Inc. - Common Stock","Q","Q","False","100.0","False","N","","VRTS","False"
"True","Virtusa Corporation - Common Stock","Q","Q","False","100.0","False","N","","VRTU","False"
"True","Veritiv Corporation Common Stock","N"," ","False","100.0","False","","VRTV","VRTV","False"
"True","Vertex Pharmaceuticals Incorporated - Common Stock","Q","Q","False","100.0","False","N","","VRTX","False"
"True","ViaSat, Inc. - Common Stock","Q","Q","False","100.0","False","N","","VSAT","False"
"True","VictoryShares Dividend Accelerator ETF","Q","G","True","100.0","False","N","","VSDA","False"
"True","VSE Corporation - Common Stock","Q","Q","False","100.0","False","N","","VSEC","False"
"True","Vanguard ESG International Stock ETF","Z"," ","True","100.0","False","","VSGX","VSGX","False"
"True","Vishay Intertechnology, Inc. Common Stock","N"," ","False","100.0","False","","VSH","VSH","False"
"True","Volshares Large Cap ETF","P"," ","True","100.0","False","","VSL","VSL","False"
"True","VictoryShares US Multi-Factor Minimum Volatility ETF","Q","G","True","100.0","False","N","","VSMV","False"
"True","Vesper Healthcare Acquisition Corp. - Unit","Q","S","False","100.0","False","N","","VSPRU","False"
"True","Vanguard FTSE All-Wld ex-US SmCp Idx ETF","P"," ","True","100.0","False","","VSS","VSS","False"
"True","Vistra Corp. Common Stock","N"," ","False","100.0","False","","VST","VST","False"
"True","Vistra Corp. Warrants to purchase Common Stock (Expirig February 2, 2024)","N"," ","False","100.0","False","","VST.WS.A","VST+A","False"
"True","Vasta Platform Limited - Class A Ordinary Shares","Q","Q","False","100.0","False","N","","VSTA","False"
"True","Verastem, Inc. - Common Stock","Q","G","False","100.0","False","N","","VSTM","False"
"True","Vista Outdoor Inc. Common Stock","N"," ","False","100.0","False","","VSTO","VSTO","False"
"True","Vanguard Total World Stock Index ETF","P"," ","True","100.0","False","","VT","VT","False"
"True","Invesco Credit Opportunities Fund Common Shares of Beneficial Interest","N"," ","False","100.0","False","","VTA","VTA","False"
"True","Vanguard Total Corporate Bond ETF","Q","G","True","100.0","False","N","","VTC","False"
"True","Vanguard Tax-Exempt Bond ETF","P"," ","True","100.0","False","","VTEB","VTEB","False"
"True","VistaGen Therapeutics, Inc. - Common Stock","Q","S","False","100.0","False","D","","VTGN","False"
"True","Vanguard Russell 3000 ETF","Q","G","True","100.0","False","N","","VTHR","False"
"True","Vanguard Total Stock Market ETF","P"," ","True","100.0","False","","VTI","VTI","False"
"True","Vanguard Short-Term Inflation-Protected Securities Index Fund","Q","G","True","100.0","False","N","","VTIP","False"
"True","Invesco Trust for Investment Grade New York Municipals Common Stock","N"," ","False","100.0","False","","VTN","VTN","False"
"True","Vertex Energy, Inc - Common Stock","Q","S","False","100.0","False","D","","VTNR","False"
"True","Bristow Group, Inc. Common Stock","N"," ","False","100.0","False","","VTOL","VTOL","False"
"True","Ventas, Inc. Common Stock","N"," ","False","100.0","False","","VTR","VTR","False"
"True","VictoryShares Top Veteran Employers ETF","Q","G","True","100.0","False","N","","VTRN","False"
"True","Viatris Inc. - Common Stock When Issued","Q","Q","False","100.0","False","N","","VTRSV","False"
"True","Vitru Limited - Common Shares","Q","Q","False","100.0","False","N","","VTRU","False"
"True","VirTra, Inc. - Common Stock","Q","S","False","100.0","False","N","","VTSI","False"
"True","Vanguard Value ETF","P"," ","True","100.0","False","","VTV","VTV","False"
"True","vTv Therapeutics Inc. - Class A Common Stock","Q","S","False","100.0","False","N","","VTVT","False"
"True","Vanguard Russell 2000 Growth ETF","Q","G","True","100.0","False","N","","VTWG","False"
"True","Vanguard Russell 2000 ETF","Q","G","True","100.0","False","N","","VTWO","False"
"True","Vanguard Russell 2000 Value ETF","Q","G","True","100.0","False","N","","VTWV","False"
"True","Vanguard Growth ETF","P"," ","True","100.0","False","","VUG","VUG","False"
"True","ETF Series Solutions Trust Vident Core US Equity ETF","P"," ","True","100.0","False","","VUSE","VUSE","False"
"True","Vuzix Corporation - Common Stock","Q","S","False","100.0","False","N","","VUZI","False"
"True","Vanguard Large-Cap ETF","P"," ","True","100.0","False","","VV","VV","False"
"True","Viad Corp Common Stock","N"," ","False","100.0","False","","VVI","VVI","False"
"True","Vivint Smart Home, Inc. ","N"," ","False","100.0","False","","VVNT","VVNT","False"
"True","Vivint Smart Home, Inc. Warrants","N"," ","False","100.0","False","","VVNT.WS","VVNT+","False"
"True","VivoPower International PLC - Ordinary Shares","Q","S","False","100.0","False","N","","VVPR","False"
"True","Invesco Senior Income Trust Common Stock (DE)","N"," ","False","100.0","False","","VVR","VVR","False"
"True","Valvoline Inc. Common Stock","N"," ","False","100.0","False","","VVV","VVV","False"
"True","Virtus WMC International Dividend ETF","Z"," ","True","100.0","False","","VWID","VWID","False"
"True","Vanguard FTSE Emerging Markets ETF","P"," ","True","100.0","False","","VWO","VWO","False"
"True","Vanguard Emerging Markets Government Bond ETF","Q","G","True","100.0","False","N","","VWOB","False"
"True","Vanguard Extended Market ETF","P"," ","True","100.0","False","","VXF","VXF","False"
"True","Vaxart, Inc. - Common Stock","Q","S","False","100.0","False","N","","VXRT","False"
"True","Vanguard Total International Stock ETF","Q","G","True","100.0","False","N","","VXUS","False"
"True","iPath Series B S&P 500 VIX Short-Term Futures ETN","Z"," ","False","100.0","False","","VXX","VXX","False"
"True","iPath Series B S&P 500 VIX Mid-Term Futures ETN","Z"," ","False","100.0","False","","VXZ","VXZ","False"
"True","Vy Global Growth Units, each consisting of one Class A Ordinary Share, and one fifth of one Warrant to acquire one Class A Ordinary Share","N"," ","False","100.0","False","","VYGG.U","VYGG=","False"
"True","Voyager Therapeutics, Inc. - Common Stock","Q","Q","False","100.0","False","N","","VYGR","False"
"True","Vanguard High Dividend Yield ETF","P"," ","True","100.0","False","","VYM","VYM","False"
"True","Vanguard International High Dividend Yield ETF","Q","G","True","100.0","False","N","","VYMI","False"
"True","VYNE Therapeutics Inc. - Common Stock","Q","Q","False","100.0","False","N","","VYNE","False"
"True","Verizon Communications Inc. Common Stock","N"," ","False","100.0","False","","VZ","VZ","False"
"True","Wayfair Inc. Class A Common Stock","N"," ","False","100.0","False","","W","W","False"
"True","Westinghouse Air Brake Technologies Corporation Common Stock","N"," ","False","100.0","False","","WAB","WAB","False"
"True","Westamerica Bancorporation - Common Stock","Q","Q","False","100.0","False","N","","WABC","False"
"True","Washington Federal, Inc. - Common Stock","Q","Q","False","100.0","False","N","","WAFD","False"
"True","Wah Fu Education Group Limited - Ordinary Shares","Q","S","False","100.0","False","N","","WAFU","False"
"True","Western Alliance Bancorporation Common Stock (DE)","N"," ","False","100.0","False","","WAL","WAL","False"
"True","Western Alliance Bancorporation 6.25% Subordinated Debentures due 2056","N"," ","False","100.0","False","","WALA","WALA","False"
"True","Direxion Daily Consumer Discretionary Bull 3X Shares","P"," ","True","100.0","False","","WANT","WANT","False"
"True","Washington Trust Bancorp, Inc. - Common Stock","Q","Q","False","100.0","False","N","","WASH","False"
"True","Waters Corporation Common Stock","N"," ","False","100.0","False","","WAT","WAT","False"
"True","Energous Corporation - Common Stock","Q","S","False","100.0","False","N","","WATT","False"
"True","Weibo Corporation - American Depositary Shares","Q","Q","False","100.0","False","N","","WB","False"
"True","Walgreens Boots Alliance, Inc. - Common Stock","Q","Q","False","100.0","False","N","","WBA","False"
"True","500.com Limited American Depositary Shares, each representing 10 Class A shares","N"," ","False","100.0","False","","WBAI","WBAI","False"
"True","WBI BullBear Rising Income 3000 ETF","P"," ","True","100.0","False","","WBIE","WBIE","False"
"True","WBI BullBear Value 3000 ETF","P"," ","True","100.0","False","","WBIF","WBIF","False"
"True","WBI BullBear Yield 3000 ETF","P"," ","True","100.0","False","","WBIG","WBIG","False"
"True","WBI BullBear Global Income ETF","P"," ","True","100.0","False","","WBII","WBII","False"
"True","WBI BullBear Quality 3000 ETF","P"," ","True","100.0","False","","WBIL","WBIL","False"
"True","WBI BullBear Trend Switch US Total Return ETF","P"," ","True","100.0","False","","WBIN","WBIN","False"
"True","Absolute Shares Trust WBI BullBear Trend Switch US 3000 Total Return ETF","P"," ","True","100.0","False","","WBIT","WBIT","False"
"True","WBI Power Factor High Dividend ETF","P"," ","True","100.0","False","","WBIY","WBIY","False"
"True","Westpac Banking Corporation Common Stock","N"," ","False","100.0","False","","WBK","WBK","False"
"True","Western Asset Total Return ETF","Q","G","True","100.0","False","N","","WBND","False"
"True","Webster Financial Corporation Common Stock","N"," ","False","100.0","False","","WBS","WBS","False"
"True","Webster Financial Corporation Depositary Shares, Each Representing 1/1,000th Interest in a Share of 5.25% Series F Non-Cumulative Perpetual Preferred Stock","N"," ","False","100.0","False","","WBSpF","WBS-F","False"
"True","Welbilt, Inc. Common Stock","N"," ","False","100.0","False","","WBT","WBT","False"
"True","WESCO International, Inc. Common Stock","N"," ","False","100.0","False","","WCC","WCC","False"
"True","WESCO International, Inc. Depositary Shares each representing 1/1,000th interest in a share of Series A Fixed-Rate Reset Cumulative Perpetual Preferred Stock","N"," ","False","100.0","False","","WCCpA","WCC-A","False"
"True","WisdomTree Cloud Computing Fund","Q","G","True","100.0","False","N","","WCLD","False"
"True","Waste Connections, Inc. Common Shares","N"," ","False","100.0","False","","WCN","WCN","False"
"True","Walker & Dunlop, Inc Common Stock","N"," ","False","100.0","False","","WD","WD","False"
"True","Workday, Inc. - Class A Common Stock","Q","Q","False","100.0","False","N","","WDAY","False"
"True","Western Digital Corporation - Common Stock","Q","Q","False","100.0","False","N","","WDC","False"
