"Nasdaq Traded","Security Name","Listing Exchange","Market Category","ETF","Round Lot Size","Test Issue","Financial Status","CQS Symbol","NASDAQ Symbol","NextShares"
"True","Limestone Bancorp, Inc. - Common Stock","Q","S","False","100.0","False","N","","LMST","False"
"True","Lockheed Martin Corporation Common Stock","N"," ","False","100.0","False","","LMT","LMT","False"
"True","LINE Corporation American Depositary Shares (each representing one share of Common Stock)","N"," ","False","100.0","False","","LN","LN","False"
"True","Lincoln National Corporation Common Stock","N"," ","False","100.0","False","","LNC","LNC","False"
"True","Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil)","N"," ","False","100.0","False","","LND","LND","False"
"True","Landec Corporation - Common Stock","Q","Q","False","100.0","False","N","","LNDC","False"
"True","Cheniere Energy, Inc. Common Stock","A"," ","False","100.0","False","","LNG","LNG","False"
"True","Global X Longevity Thematic ETF","Q","G","True","100.0","False","N","","LNGR","False"
"True","Lindsay Corporation Common Stock","N"," ","False","100.0","False","","LNN","LNN","False"
"True","LENSAR, Inc. - Common Stock","Q","S","False","100.0","False","N","","LNSR","False"
"True","Alliant Energy Corporation - Common Stock","Q","Q","False","100.0","False","N","","LNT","False"
"True","Lantheus Holdings, Inc. - Common Stock","Q","G","False","100.0","False","N","","LNTH","False"
"True","Longevity Acquisition Corporation - Ordinary Shares","Q","S","False","100.0","False","D","","LOAC","False"
"True","Longevity Acquisition Corporation - Right","Q","S","False","100.0","False","N","","LOACR","False"
"True","Longevity Acquisition Corporation - Units","Q","S","False","100.0","False","N","","LOACU","False"
"True","Longevity Acquisition Corporation - Warrant","Q","S","False","100.0","False","N","","LOACW","False"
"True","Live Oak Acquisition Corp. Common Stock","N"," ","False","100.0","False","","LOAK","LOAK","False"
"True","Live Oak Acquisition Corp. Units, each consisting of one share of Common Stock and three-fourths of one Redeemable Warrant to purchase one share of Common Stock","N"," ","False","100.0","False","","LOAK.U","LOAK=","False"
"True","Live Oak Acquisition Corp. Redeemable Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50","N"," ","False","100.0","False","","LOAK.WS","LOAK+","False"
"True","Manhattan Bridge Capital, Inc - Common Stock","Q","S","False","100.0","False","N","","LOAN","False"
"True","Live Oak Bancshares, Inc. - Common Stock","Q","Q","False","100.0","False","N","","LOB","False"
"True","El Pollo Loco Holdings, Inc. - Common Stock","Q","Q","False","100.0","False","N","","LOCO","False"
"True","Comstock Mining, Inc. Common Stock","A"," ","False","100.0","False","","LODE","LODE","False"
"True","LogicBio Therapeutics, Inc. - Common Stock","Q","G","False","100.0","False","N","","LOGC","False"
"True","Logitech International S.A. - Registered Shares","Q","Q","False","100.0","False","N","","LOGI","False"
"True","Loma Negra Compania Industrial Argentina Sociedad Anonima ADS","N"," ","False","100.0","False","","LOMA","LOMA","False"
"True","Loop Industries, Inc. - Common Stock","Q","G","False","100.0","False","N","","LOOP","False"
"True","Grand Canyon Education, Inc. - Common Stock","Q","Q","False","100.0","False","N","","LOPE","False"
"True","Loral Space and Communications, Inc. - Common Stock","Q","Q","False","100.0","False","N","","LORL","False"
"True","Innovator Loup Frontier Tech E","P"," ","True","100.0","False","","LOUP","LOUP","False"
"True","Spark Networks, Inc. American Depositary Shares (each representing one-tenth of an Ordinary Share)","A"," ","False","100.0","False","","LOV","LOV","False"
"True","The Lovesac Company - Common Stock","Q","G","False","100.0","False","N","","LOVE","False"
"True","Lowe's Companies, Inc. Common Stock","N"," ","False","100.0","False","","LOW","LOW","False"
"True","SPDR MSCI ACWI Low Carbon Target ETF","P"," ","True","100.0","False","","LOWC","LOWC","False"
"True","Lipocine Inc. - Common Stock","Q","S","False","100.0","False","N","","LPCN","False"
"True","Dorian LPG Ltd. Common Stock","N"," ","False","100.0","False","","LPG","LPG","False"
"True","Laredo Petroleum, Inc. Common Stock","N"," ","False","100.0","False","","LPI","LPI","False"
"True","LG Display Co, Ltd AMERICAN DEPOSITORY SHARES","N"," ","False","100.0","False","","LPL","LPL","False"
"True","LPL Financial Holdings Inc. - Common Stock","Q","Q","False","100.0","False","N","","LPLA","False"
"True","Open Lending Corporation - Class A Common Stock","Q","G","False","100.0","False","N","","LPRO","False"
"True","LivePerson, Inc. - Common Stock","Q","Q","False","100.0","False","N","","LPSN","False"
"True","LightPath Technologies, Inc. - Class A Common Stock","Q","S","False","100.0","False","N","","LPTH","False"
"True","Leap Therapeutics, Inc. - Common Stock","Q","G","False","100.0","False","N","","LPTX","False"
"True","Louisiana-Pacific Corporation Common Stock","N"," ","False","100.0","False","","LPX","LPX","False"
"True","iShares iBoxx $ Investment Grade Corporate Bond ETF","P"," ","True","100.0","False","","LQD","LQD","False"
"True","Liquidia Technologies, Inc. - Common Stock","Q","S","False","100.0","False","N","","LQDA","False"
"True","iShares Interest Rate Hedged Corporate Bond ETF","P"," ","True","100.0","False","","LQDH","LQDH","False"
"True","iShares Inflation Hedged Corporate Bond ETF","Z"," ","True","100.0","False","","LQDI","LQDI","False"
"True","Liquidity Services, Inc. - Common Stock","Q","Q","False","100.0","False","N","","LQDT","False"
"True","Lam Research Corporation - Common Stock","Q","Q","False","100.0","False","N","","LRCX","False"
"True","ClearBridge Large Cap Growth ESG ETF","Q","G","True","100.0","False","N","","LRGE","False"
"True","iShares MSCI USA Multifactor ETF","P"," ","True","100.0","False","","LRGF","LRGF","False"
"True","Larimar Therapeutics, Inc. - Common Stock","Q","G","False","100.0","False","N","","LRMR","False"
"True","K12 Inc Common Stock","N"," ","False","100.0","False","","LRN","LRN","False"
"True","TrueShares Technology, AI & Deep Learning ETF","P"," ","True","100.0","False","","LRNZ","LRNZ","False"
"True","LifeSci Acquisition Corp. - Common Stock","Q","S","False","100.0","False","N","","LSAC","False"
"True","LifeSci Acquisition Corp. - Unit 1 COM & 1 WT","Q","S","False","100.0","False","N","","LSACU","False"
"True","LifeSci Acquisition Corp. - Warrant","Q","S","False","100.0","False","N","","LSACW","False"
"True","LeaderShares AlphaFactor US Core Equity ETF","P"," ","True","100.0","False","","LSAF","LSAF","False"
"True","LeaderShares AlphaFactor Tactical Focused ETF","P"," ","True","100.0","False","","LSAT","LSAT","False"
"True","Lake Shore Bancorp, Inc. - Common Stock","Q","G","False","100.0","False","N","","LSBK","False"
"True","Lattice Semiconductor Corporation - Common Stock","Q","Q","False","100.0","False","N","","LSCC","False"
"True","Laird Superfood, Inc. Common Stock","A"," ","False","100.0","False","","LSF","LSF","False"
"True","Life Storage, Inc. Common Stock","N"," ","False","100.0","False","","LSI","LSI","False"
"True","Pacer Salt Low truBeta US Market ETF","Z"," ","True","100.0","False","","LSLT","LSLT","False"
"True","Lightspeed POS Inc. Subordinate Voting Shares","N"," ","False","100.0","False","","LSPD","LSPD","False"
"True","Natixis ETF Trust Natixis Loomis Sayles Short Duration Income ETF","P"," ","True","100.0","False","","LSST","LSST","False"
"True","Landstar System, Inc. - Common Stock","Q","Q","False","100.0","False","N","","LSTR","False"
"True","Liberty Media Corporation - Series A Liberty SiriusXM Common Stock","Q","Q","False","100.0","False","N","","LSXMA","False"
"True","Liberty Media Corporation - Series B Liberty SiriusXM Common Stock","Q","Q","False","100.0","False","N","","LSXMB","False"
"True","Liberty Media Corporation - Series C Liberty SiriusXM Common Stock","Q","Q","False","100.0","False","N","","LSXMK","False"
"True","Lightbridge Corporation - Common Stock","Q","S","False","100.0","False","N","","LTBR","False"
"True","LTC Properties, Inc. Common Stock","N"," ","False","100.0","False","","LTC","LTC","False"
"True","Livent Corporation Common Stock","N"," ","False","100.0","False","","LTHM","LTHM","False"
"True","ProShares Ultra Telecommunications ProShares","P"," ","True","100.0","False","","LTL","LTL","False"
"True","Pimco 15  Year U.S. TIPS Index Exchange-Traded Fund","P"," ","True","100.0","False","","LTPZ","LTPZ","False"
"True","Lantern Pharma Inc. - Common Stock","Q","S","False","100.0","False","N","","LTRN","False"
"True","Liberty TripAdvisor Holdings, Inc. - Series A Common Stock","Q","Q","False","100.0","False","N","","LTRPA","False"
"True","Liberty TripAdvisor Holdings, Inc. - Series B Common Stock","Q","Q","False","100.0","False","N","","LTRPB","False"
"True","Lantronix, Inc. - Common Stock","Q","S","False","100.0","False","N","","LTRX","False"
"True","Lufax Holding Ltd American Depositary Shares, two of which representing one Ordinary Share","N"," ","False","100.0","False","","LU","LU","False"
"True","Luby's, Inc. Common Stock","N"," ","False","100.0","False","","LUB","LUB","False"
"True","lululemon athletica inc. - Common Stock","Q","Q","False","100.0","False","N","","LULU","False"
"True","CenturyLink, Inc. d/b/a Lumen Technologies, Inc. Common Stock","N"," ","False","100.0","False","","LUMN","LUMN","False"
"True","Lumos Pharma, Inc. - Common Stock","Q","G","False","100.0","False","N","","LUMO","False"
"True","Luna Innovations Incorporated - Common Stock","Q","S","False","100.0","False","N","","LUNA","False"
"True","Pulmonx Corporation - Common Stock","Q","Q","False","100.0","False","N","","LUNG","False"
"True","Southwest Airlines Company Common Stock","N"," ","False","100.0","False","","LUV","LUV","False"
"True","Lux Health Tech Acquisition Corp. - Units","Q","S","False","100.0","False","N","","LUXAU","False"
"True","Legg Mason Low Volatility High Dividend ETF","Q","G","True","100.0","False","N","","LVHD","False"
"True","Legg Mason International Low Volatility High Dividend ETF","Z"," ","True","100.0","False","","LVHI","LVHI","False"
"True","Las Vegas Sands Corp. Common Stock","N"," ","False","100.0","False","","LVS","LVS","False"
"True","Lamb Weston Holdings, Inc. Common Stock ","N"," ","False","100.0","False","","LW","LW","False"
"True","Lifeway Foods, Inc. - Common Stock","Q","G","False","100.0","False","N","","LWAY","False"
"True","LexinFintech Holdings Ltd. - American Depositary Shares","Q","G","False","100.0","False","N","","LX","False"
"True","Lixiang Education Holding Co., Ltd. - American Depositary Shares","Q","G","False","100.0","False","N","","LXEH","False"
"True","Luxfer Holdings PLC Ordinary Shares","N"," ","False","100.0","False","","LXFR","LXFR","False"
"True","Lexington Realty Trust Common Stock","N"," ","False","100.0","False","","LXP","LXP","False"
"True","Lexington Realty Trust  Preferred Conv. Series C","N"," ","False","100.0","False","","LXPpC","LXP-C","False"
"True","Lexicon Pharmaceuticals, Inc. - Common Stock","Q","Q","False","100.0","False","N","","LXRX","False"
"True","LSB Industries, Inc. Common Stock","N"," ","False","100.0","False","","LXU","LXU","False"
"True","LyondellBasell Industries NV Ordinary Shares Class A (Netherlands)","N"," ","False","100.0","False","","LYB","LYB","False"
"True","Lyft, Inc. - Class A Common Stock","Q","Q","False","100.0","False","N","","LYFT","False"
"True","Lloyds Banking Group Plc American Depositary Shares","N"," ","False","100.0","False","","LYG","LYG","False"
"True","Dragon Victory International Limited - Ordinary Shares","Q","S","False","100.0","False","N","","LYL","False"
"True","Lyra Therapeutics, Inc. - Common Stock","Q","G","False","100.0","False","N","","LYRA","False"
"True","LSI Industries Inc. - Common Stock","Q","Q","False","100.0","False","N","","LYTS","False"
"True","Live Nation Entertainment, Inc. Common Stock","N"," ","False","100.0","False","","LYV","LYV","False"
"True","La-Z-Boy Incorporated Common Stock","N"," ","False","100.0","False","","LZB","LZB","False"
"True","Macy's Inc Common Stock","N"," ","False","100.0","False","","M","M","False"
"True","Mastercard Incorporated Common Stock","N"," ","False","100.0","False","","MA","MA","False"
"True","Mid-America Apartment Communities, Inc. Common Stock","N"," ","False","100.0","False","","MAA","MAA","False"
"True","Mid-America Apartment Communities, Inc. 8.50% Series I Cumulative Redeemable Preferred Stock","N"," ","False","100.0","False","","MAApI","MAA-I","False"
"True","Montes Archimedes Acquisition Corp. - Unit","Q","S","False","100.0","False","N","","MAACU","False"
"True","VanEck Vectors ETF Trust VanEck Vectors Muni Allocation ETF","Z"," ","True","100.0","False","","MAAX","MAAX","False"
"True","Macerich Company (The) Common Stock","N"," ","False","100.0","False","","MAC","MAC","False"
"True","Merrimack Pharmaceuticals, Inc. - Common Stock","Q","G","False","100.0","False","N","","MACK","False"
"True","Mallard Acquisition Corp. - Unit","Q","S","False","100.0","False","N","","MACUU","False"
"True","MAG Silver Corporation Ordinary Shares","A"," ","False","100.0","False","","MAG","MAG","False"
"True","Point Bridge GOP Stock Tracker ETF","Z"," ","True","100.0","False","","MAGA","MAGA","False"
"True","Magal Security Systems Ltd. - Ordinary Shares","Q","G","False","100.0","False","N","","MAGS","False"
"True","Main Street Capital Corporation Common Stock","N"," ","False","100.0","False","","MAIN","MAIN","False"
"True","ManpowerGroup Common Stock","N"," ","False","100.0","False","","MAN","MAN","False"
"True","Manhattan Associates, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MANH","False"
"True","ManTech International Corporation - Class A Common Stock","Q","Q","False","100.0","False","N","","MANT","False"
"True","Manchester United Ltd. Class A Ordinary Shares","N"," ","False","100.0","False","","MANU","MANU","False"
"True","Marriott International - Class A Common Stock","Q","Q","False","100.0","False","N","","MAR","False"
"True","Marathon Patent Group, Inc. - Common Stock","Q","S","False","100.0","False","N","","MARA","False"
"True","First Trust Merger Arbitrage ETF","P"," ","True","100.0","False","","MARB","MARB","False"
"True","Remark Holdings, Inc. - Common Stock","Q","S","False","100.0","False","N","","MARK","False"
"True","Marine Petroleum Trust - Units of Beneficial Interest","Q","S","False","100.0","False","N","","MARPS","False"
"True","Masco Corporation Common Stock","N"," ","False","100.0","False","","MAS","MAS","False"
"True","Masimo Corporation - Common Stock","Q","Q","False","100.0","False","N","","MASI","False"
"True","Mattel, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MAT","False"
"True","Matthews International Corporation - Class A Common Stock","Q","Q","False","100.0","False","N","","MATW","False"
"True","Matson, Inc. Common Stock","N"," ","False","100.0","False","","MATX","MATX","False"
"True","Pioneer Municipal High Income Advantage Trust Common Shares of Beneficial Interest","N"," ","False","100.0","False","","MAV","MAV","False"
"True","MediaAlpha, Inc. Class A Common Stock","N"," ","False","100.0","False","","MAX","MAX","False"
"True","Maxeon Solar Technologies, Ltd. - Ordinary Shares","Q","Q","False","100.0","False","N","","MAXN","False"
"True","Maxar Technologies Inc.","N"," ","False","100.0","False","","MAXR","MAXR","False"
"True","J. W. Mays, Inc. - Common Stock","Q","S","False","100.0","False","N","","MAYS","False"
"True","iShares MBS ETF","Q","G","True","100.0","False","N","","MBB","False"
"True","Middlefield Banc Corp. - Common Stock","Q","S","False","100.0","False","N","","MBCN","False"
"True","MBIA Inc. Common Stock","N"," ","False","100.0","False","","MBI","MBI","False"
"True","Marrone Bio Innovations, Inc. - Common Stock","Q","S","False","100.0","False","N","","MBII","False"
"True","Merchants Bancorp - Common Stock","Q","S","False","100.0","False","N","","MBIN","False"
"True","Merchants Bancorp - Depositary Shares Each Representing a 1/40th Interest in a Share of Series B Fixed-to-Floating Rate","Q","S","False","100.0","False","N","","MBINO","False"
"True","Merchants Bancorp - 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock","Q","S","False","100.0","False","N","","MBINP","False"
"True","Mustang Bio, Inc. - Common Stock","Q","G","False","100.0","False","N","","MBIO","False"
"True","Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F","Q","S","False","100.0","False","N","","MBNKP","False"
"True","Microbot Medical Inc.  - Common Stock","Q","S","False","100.0","False","N","","MBOT","False"
"True","Moleculin Biotech, Inc. - Common Stock","Q","S","False","100.0","False","D","","MBRX","False"
"True","FlexShares Trust FlexShares Disciplined Duration MBS Index Fund","P"," ","True","100.0","False","","MBSD","MBSD","False"
"True","Mobile TeleSystems PJSC","N"," ","False","100.0","False","","MBT","MBT","False"
"True","Malibu Boats, Inc. - Common Stock","Q","G","False","100.0","False","N","","MBUU","False"
"True","Mercantile Bank Corporation - Common Stock","Q","Q","False","100.0","False","N","","MBWM","False"
"True","Moelis & Company Class A Common Stock","N"," ","False","100.0","False","","MC","MC","False"
"True","Blackrock MuniYield California Quality Fund, Inc. Common Stock","N"," ","False","100.0","False","","MCA","MCA","False"
"True","Mountain Crest Acquisition Corp. - Common Stock","Q","S","False","100.0","False","N","","MCAC","False"
"True","Mountain Crest Acquisition Corp. - Right","Q","S","False","100.0","False","N","","MCACR","False"
"True","Mountain Crest Acquisition Corp. - Unit","Q","S","False","100.0","False","N","","MCACU","False"
"True","Metropolitan Bank Holding Corp. Common Stock","N"," ","False","100.0","False","","MCB","MCB","False"
"True","Macatawa Bank Corporation - Common Stock","Q","Q","False","100.0","False","N","","MCBC","False"
"True","MetroCity Bankshares, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MCBS","False"
"True","Medley Capital Corporation Common Stock","N"," ","False","100.0","False","","MCC","MCC","False"
"True","McDonald's Corporation Common Stock","N"," ","False","100.0","False","","MCD","MCD","False"
"True","First Trust Municipal CEF Income Opportunity ETF","Q","G","True","100.0","False","N","","MCEF","False"
"True","Mid-Con Energy Partners, LP - Common Units","Q","S","False","100.0","False","N","","MCEP","False"
"True","Contango Oil & Gas Company Common Stock (TX)","A"," ","False","100.0","False","","MCF","MCF","False"
"True","McAfee Corp. - Class A Common Stock","Q","Q","False","100.0","False","N","","MCFE","False"
"True","MasterCraft Boat Holdings, Inc. - Common Stock","Q","G","False","100.0","False","N","","MCFT","False"
"True","iShares MSCI China ETF","Q","G","True","100.0","False","N","","MCHI","False"
"True","Microchip Technology Incorporated - Common Stock","Q","Q","False","100.0","False","N","","MCHP","False"
"True","Marchex, Inc. - Class B Common Stock","Q","Q","False","100.0","False","N","","MCHX","False"
"True","Barings Corporate Investors Common Stock","N"," ","False","100.0","False","","MCI","MCI","False"
"True","McKesson Corporation Common Stock","N"," ","False","100.0","False","","MCK","MCK","False"
"True","Merida Merger Corp. I - Common Stock","Q","S","False","100.0","False","N","","MCMJ","False"
"True","Merida Merger Corp. I - Warrant","Q","S","False","100.0","False","N","","MCMJW","False"
"True","Madison Covered Call & Equity Strategy Fund Common Stock","N"," ","False","100.0","False","","MCN","MCN","False"
"True","Moody's Corporation Common Stock","N"," ","False","100.0","False","","MCO","MCO","False"
"True","MFS Charter Income Trust Common Stock","N"," ","False","100.0","False","","MCR","MCR","False"
"True","Seres Therapeutics, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MCRB","False"
"True","Monarch Casino & Resort, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MCRI","False"
"True","IQ Hedge Macro Tracker ETF","P"," ","True","100.0","False","","MCRO","MCRO","False"
"True","Marcus Corporation (The) Common Stock","N"," ","False","100.0","False","","MCS","MCS","False"
"True","Medley Capital Corporation 6.125% Senior Notes due 2023","N"," ","False","100.0","False","","MCV","MCV","False"
"True","Medley Capital Corporation 6.50% Notes due 2021","N"," ","False","100.0","False","","MCX","MCX","False"
"True","Mercury General Corporation Common Stock","N"," ","False","100.0","False","","MCY","MCY","False"
"True","Mednax, Inc. Common Stock","N"," ","False","100.0","False","","MD","MD","False"
"True","MongoDB, Inc. - Class A Common Stock","Q","G","False","100.0","False","N","","MDB","False"
"True","M.D.C. Holdings, Inc. Common Stock","N"," ","False","100.0","False","","MDC","MDC","False"
"True","MDC Partners Inc. - Class A Subordinate Voting Shares","Q","Q","False","100.0","False","N","","MDCA","False"
"True","Madrigal Pharmaceuticals, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MDGL","False"
"True","Medigus Ltd. - American Depositary Shares","Q","S","False","100.0","False","N","","MDGS","False"
"True","Medigus Ltd. - Series C Warrant","Q","S","False","100.0","False","N","","MDGSW","False"
"True","Mediaco Holding Inc. - Class A Common Stock","Q","S","False","100.0","False","N","","MDIA","False"
"True","First Trust Multi-Asset Diversified Income Index Fund","Q","G","True","100.0","False","N","","MDIV","False"
"True","MDJM LTD - Ordinary Shares","Q","S","False","100.0","False","N","","MDJH","False"
"True","Medallia, Inc. Common Stock","N"," ","False","100.0","False","","MDLA","MDLA","False"
"True","Medley LLC 7.25% Notes due 2024","N"," ","False","100.0","False","","MDLQ","MDLQ","False"
"True","Medley LLC 6.875% Senior Notes due 2026","N"," ","False","100.0","False","","MDLX","MDLX","False"
"True","Medley Management Inc. Class A Common Stock","N"," ","False","100.0","False","","MDLY","MDLY","False"
"True","Mondelez International, Inc. - Class A Common Stock","Q","Q","False","100.0","False","N","","MDLZ","False"
"True","Medicenna Therapeutics Corp. - Common Shares","Q","S","False","100.0","False","N","","MDNA","False"
"True","Meredith Corporation Common Stock","N"," ","False","100.0","False","","MDP","MDP","False"
"True","Medalist Diversified REIT, Inc. - Common Stock","Q","S","False","100.0","False","N","","MDRR","False"
"True","Medalist Diversified REIT, Inc. - Series A Cumulative Redeemable Preferred Stock","Q","S","False","100.0","False","N","","MDRRP","False"
"True","Allscripts Healthcare Solutions, Inc. - common stock","Q","Q","False","100.0","False","N","","MDRX","False"
"True","Medtronic plc. Ordinary Shares","N"," ","False","100.0","False","","MDT","MDT","False"
"True","MDU Resources Group, Inc. Common Stock (Holding Company)","N"," ","False","100.0","False","","MDU","MDU","False"
"True","MediWound Ltd. - Ordinary Shares","Q","G","False","100.0","False","N","","MDWD","False"
"True","MiMedx Group, Inc - Common Stock","Q","S","False","100.0","False","N","","MDXG","False"
"True","SPDR MidCap Trust Series I","P"," ","True","100.0","False","","MDY","MDY","False"
"True","SPDR S&P 400 Mid Cap Growth ETF (based on S&P MidCap 400 Growth Index--symbol: MUV)","P"," ","True","100.0","False","","MDYG","MDYG","False"
"True","SPDR S&P 400 Mid Cap Value ETF (based on S&P MidCap 400 Value Index--symbol: MGD","P"," ","True","100.0","False","","MDYV","MDYV","False"
"True","iShares Short Maturity Municipal Bond ETF","Z"," ","True","100.0","False","","MEAR","MEAR","False"
"True","Mayville Engineering Company, Inc. Common Stock","N"," ","False","100.0","False","","MEC","MEC","False"
"True","MEDIFAST INC Common Stock","N"," ","False","100.0","False","","MED","MED","False"
"True","Medpace Holdings, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MEDP","False"
"True","Trxade Group, Inc. - Common Stock","Q","S","False","100.0","False","N","","MEDS","False"
"True","Montrose Environmental Group, Inc. Common Stock","N"," ","False","100.0","False","","MEG","MEG","False"
"True","Methode Electronics, Inc. Common Stock","N"," ","False","100.0","False","","MEI","MEI","False"
"True","MEI Pharma, Inc. - Common Stock","Q","S","False","100.0","False","N","","MEIP","False"
"True","MercadoLibre, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MELI","False"
"True","Blackrock MuniEnhanced Fund, Inc Common Stock","N"," ","False","100.0","False","","MEN","MEN","False"
"True","Methanex Corporation - Common Stock","Q","Q","False","100.0","False","N","","MEOH","False"
"True","Bank of America Corporation Income Capital Obligation Notes initially due December 15, 2066","N"," ","False","100.0","False","","MERpK","MER-K","False"
"True","Mercer International Inc. - Common Stock","Q","Q","False","100.0","False","N","","MERC","False"
"True","Mesa Air Group, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MESA","False"
"True","Mesoblast Limited - American Depositary Shares","Q","Q","False","100.0","False","N","","MESO","False"
"True","MetLife, Inc. Common Stock","N"," ","False","100.0","False","","MET","MET","False"
"True","MetLife, Inc. Preferred Series A Floating Rate","N"," ","False","100.0","False","","METpA","MET-A","False"
"True","MetLife, Inc. Depositary shares, each representing a 1/1000th interest in a share of the Issuera??s 5.625% Non-Cumulative Preferred Stock, Series E.","N"," ","False","100.0","False","","METpE","MET-E","False"
"True","MetLife, Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 4.75% Non-Cumulative Preferred Stock, Series F","N"," ","False","100.0","False","","METpF","MET-F","False"
"True","Ramaco Resources, Inc. - Common Stock","Q","Q","False","100.0","False","N","","METC","False"
"True","Meten EdtechX Education Group Ltd. - Ordinary Shares","Q","S","False","100.0","False","N","","METX","False"
"True","Meten EdtechX Education Group Ltd. - Warrant","Q","S","False","100.0","False","N","","METXW","False"
"True","Direxion Daily MSCI Mexico Bull 3X Shares","P"," ","True","100.0","False","","MEXX","MEXX","False"
"True","MFA Financial, Inc.","N"," ","False","100.0","False","","MFA","MFA","False"
"True","MFA Financial, Inc. Preferred Series B","N"," ","False","100.0","False","","MFApB","MFA-B","False"
"True","MFA Financial, Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock","N"," ","False","100.0","False","","MFApC","MFA-C","False"
"True","Megalith Financial Acquisition Corp. Class A Common Stock","N"," ","False","100.0","False","","MFAC","MFAC","False"
"True","Megalith Financial Acquisition Corp. Units, each consisting of one share of Class A common stock, $0.0001 par value, and one redeemable warrant","N"," ","False","100.0","False","","MFAC.U","MFAC=","False"
"True","Megalith Financial Acquisition Corp. Warrants, each warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50","N"," ","False","100.0","False","","MFAC.WS","MFAC+","False"
"True","Manulife Financial Corporation Common Stock","N"," ","False","100.0","False","","MFC","MFC","False"
"True","Macquarie First Trust Global Common Stock","N"," ","False","100.0","False","","MFD","MFD","False"
"True","PIMCO Equitiy Series PIMCO RAFI Dynamic Multi-Factor International Equity ETF","P"," ","True","100.0","False","","MFDX","MFDX","False"
"True","PIMCO Equitiy Series PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF","P"," ","True","100.0","False","","MFEM","MFEM","False"
"True","Mizuho Financial Group, Inc. Sponosred ADR (Japan)","N"," ","False","100.0","False","","MFG","MFG","False"
"True","Micro Focus Intl PLC ADS each representing One Ord Sh","N"," ","False","100.0","False","","MFGP","MFGP","False"
"True","Mercurity Fintech Holding Inc. - American Depositary Shares","Q","S","False","100.0","False","N","","MFH","False"
"True","Medallion Financial Corp. - Common Stock","Q","Q","False","100.0","False","N","","MFIN","False"
"True","Medallion Financial Corp. - 9.000% Notes due 2021","Q","Q","False","100.0","False","N","","MFINL","False"
"True","Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest","N"," ","False","100.0","False","","MFL","MFL","False"
"True","MFS Municipal Income Trust Common Stock","N"," ","False","100.0","False","","MFM","MFM","False"
"True","Motley Fool Small-Cap Growth ETF","Z"," ","True","100.0","False","","MFMS","MFMS","False"
"True","Mackinac Financial Corporation - Common Stock","Q","S","False","100.0","False","N","","MFNC","False"
"True","MFA Financial, Inc. 8.00% Senior Notes due 2042","N"," ","False","100.0","False","","MFO","MFO","False"
"True","Blackrock MuniYield Investment Quality Fund Common Shares of Beneficial Interest","N"," ","False","100.0","False","","MFT","MFT","False"
"True","PIMCO Equitiy Series PIMCO RAFI Dynamic Multi-Factor U.S. Equity ETF","P"," ","True","100.0","False","","MFUS","MFUS","False"
"True","MFS Special Value Trust Common Stock","N"," ","False","100.0","False","","MFV","MFV","False"
"True","Mistras Group Inc Common Stock","N"," ","False","100.0","False","","MG","MG","False"
"True","Magna International, Inc. Common Stock","N"," ","False","100.0","False","","MGA","MGA","False"
"True","Vanguard Mega Cap ETF","P"," ","True","100.0","False","","MGC","MGC","False"
"True","MGE Energy Inc. - Common Stock","Q","Q","False","100.0","False","N","","MGEE","False"
"True","Miragen Therapeutics, Inc. - Common Stock","Q","S","False","100.0","False","N","","MGEN","False"
"True","MFS Government Markets Income Trust Common Stock","N"," ","False","100.0","False","","MGF","MGF","False"
"True","Moneygram International, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MGI","False"
"True","Magic Software Enterprises Ltd. - Ordinary Shares","Q","Q","False","100.0","False","N","","MGIC","False"
"True","Vanguard Mega Cap Growth ETF","P"," ","True","100.0","False","","MGK","MGK","False"
"True","Magellan Health, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MGLN","False"
"True","MGM Resorts International Common Stock","N"," ","False","100.0","False","","MGM","MGM","False"
"True","Magnite, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MGNI","False"
"True","MacroGenics, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MGNX","False"
"True","MGM Growth Properties LLC Class A common shares representing limited liability company interests","N"," ","False","100.0","False","","MGP","MGP","False"
"True","MGP Ingredients, Inc. - Common Stock","Q","Q","False","100.0","False","N","","MGPI","False"
